id,WORLDCLIM_BIO1_annual_mean_temperature,WORLDCLIM_BIO12_annual_precipitation,WORLDCLIM_BIO13.BIO14_delta_precipitation_of_wettest_and_dryest_month,WORLDCLIM_BIO15_precipitation_seasonality,WORLDCLIM_BIO4_temperature_seasonality,WORLDCLIM_BIO7_temperature_annual_range,SOIL_bdod_0.5cm_mean_0.01_deg,SOIL_bdod_100.200cm_mean_0.01_deg,SOIL_bdod_15.30cm_mean_0.01_deg,SOIL_bdod_30.60cm_mean_0.01_deg,SOIL_bdod_5.15cm_mean_0.01_deg,SOIL_bdod_60.100cm_mean_0.01_deg,SOIL_cec_0.5cm_mean_0.01_deg,SOIL_cec_100.200cm_mean_0.01_deg,SOIL_cec_15.30cm_mean_0.01_deg,SOIL_cec_30.60cm_mean_0.01_deg,SOIL_cec_5.15cm_mean_0.01_deg,SOIL_cec_60.100cm_mean_0.01_deg,SOIL_cfvo_0.5cm_mean_0.01_deg,SOIL_cfvo_100.200cm_mean_0.01_deg,SOIL_cfvo_15.30cm_mean_0.01_deg,SOIL_cfvo_30.60cm_mean_0.01_deg,SOIL_cfvo_5.15cm_mean_0.01_deg,SOIL_cfvo_60.100cm_mean_0.01_deg,SOIL_clay_0.5cm_mean_0.01_deg,SOIL_clay_100.200cm_mean_0.01_deg,SOIL_clay_15.30cm_mean_0.01_deg,SOIL_clay_30.60cm_mean_0.01_deg,SOIL_clay_5.15cm_mean_0.01_deg,SOIL_clay_60.100cm_mean_0.01_deg,SOIL_nitrogen_0.5cm_mean_0.01_deg,SOIL_nitrogen_100.200cm_mean_0.01_deg,SOIL_nitrogen_15.30cm_mean_0.01_deg,SOIL_nitrogen_30.60cm_mean_0.01_deg,SOIL_nitrogen_5.15cm_mean_0.01_deg,SOIL_nitrogen_60.100cm_mean_0.01_deg,SOIL_ocd_0.5cm_mean_0.01_deg,SOIL_ocd_100.200cm_mean_0.01_deg,SOIL_ocd_15.30cm_mean_0.01_deg,SOIL_ocd_30.60cm_mean_0.01_deg,SOIL_ocd_5.15cm_mean_0.01_deg,SOIL_ocd_60.100cm_mean_0.01_deg,SOIL_ocs_0.30cm_mean_0.01_deg,SOIL_phh2o_0.5cm_mean_0.01_deg,SOIL_phh2o_100.200cm_mean_0.01_deg,SOIL_phh2o_15.30cm_mean_0.01_deg,SOIL_phh2o_30.60cm_mean_0.01_deg,SOIL_phh2o_5.15cm_mean_0.01_deg,SOIL_phh2o_60.100cm_mean_0.01_deg,SOIL_sand_0.5cm_mean_0.01_deg,SOIL_sand_100.200cm_mean_0.01_deg,SOIL_sand_15.30cm_mean_0.01_deg,SOIL_sand_30.60cm_mean_0.01_deg,SOIL_sand_5.15cm_mean_0.01_deg,SOIL_sand_60.100cm_mean_0.01_deg,SOIL_silt_0.5cm_mean_0.01_deg,SOIL_silt_100.200cm_mean_0.01_deg,SOIL_silt_15.30cm_mean_0.01_deg,SOIL_silt_30.60cm_mean_0.01_deg,SOIL_silt_5.15cm_mean_0.01_deg,SOIL_silt_60.100cm_mean_0.01_deg,SOIL_soc_0.5cm_mean_0.01_deg,SOIL_soc_100.200cm_mean_0.01_deg,SOIL_soc_15.30cm_mean_0.01_deg,SOIL_soc_30.60cm_mean_0.01_deg,SOIL_soc_5.15cm_mean_0.01_deg,SOIL_soc_60.100cm_mean_0.01_deg,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m1,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m10,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m11,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m12,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m2,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m3,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m4,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m5,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m6,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m7,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m8,MODIS_2000.2020_monthly_mean_surface_reflectance_band_01_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_02_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_03_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_04_._month_m9,MODIS_2000.2020_monthly_mean_surface_reflectance_band_05_._month_m9,VOD_C_2002_2018_multiyear_mean_m01,VOD_C_2002_2018_multiyear_mean_m02,VOD_C_2002_2018_multiyear_mean_m03,VOD_C_2002_2018_multiyear_mean_m04,VOD_C_2002_2018_multiyear_mean_m05,VOD_C_2002_2018_multiyear_mean_m06,VOD_C_2002_2018_multiyear_mean_m07,VOD_C_2002_2018_multiyear_mean_m08,VOD_C_2002_2018_multiyear_mean_m09,VOD_C_2002_2018_multiyear_mean_m10,VOD_C_2002_2018_multiyear_mean_m11,VOD_C_2002_2018_multiyear_mean_m12,VOD_Ku_1987_2017_multiyear_mean_m01,VOD_Ku_1987_2017_multiyear_mean_m02,VOD_Ku_1987_2017_multiyear_mean_m03,VOD_Ku_1987_2017_multiyear_mean_m04,VOD_Ku_1987_2017_multiyear_mean_m05,VOD_Ku_1987_2017_multiyear_mean_m06,VOD_Ku_1987_2017_multiyear_mean_m07,VOD_Ku_1987_2017_multiyear_mean_m08,VOD_Ku_1987_2017_multiyear_mean_m09,VOD_Ku_1987_2017_multiyear_mean_m10,VOD_Ku_1987_2017_multiyear_mean_m11,VOD_Ku_1987_2017_multiyear_mean_m12,VOD_X_1997_2018_multiyear_mean_m01,VOD_X_1997_2018_multiyear_mean_m02,VOD_X_1997_2018_multiyear_mean_m03,VOD_X_1997_2018_multiyear_mean_m04,VOD_X_1997_2018_multiyear_mean_m05,VOD_X_1997_2018_multiyear_mean_m06,VOD_X_1997_2018_multiyear_mean_m07,VOD_X_1997_2018_multiyear_mean_m08,VOD_X_1997_2018_multiyear_mean_m09,VOD_X_1997_2018_multiyear_mean_m10,VOD_X_1997_2018_multiyear_mean_m11,VOD_X_1997_2018_multiyear_mean_m12,X4_mean,X11_mean,X18_mean,X26_mean,X50_mean,X3112_mean,X4_sd,X11_sd,X18_sd,X26_sd,X50_sd,X3112_sd
192027691,12.23570347,374.4666748,62.52444458,72.25684357,773.592041,33.27777863,125,149,136,145,132,148,228,210,221,212,222,219,112,169,124,150,124,160,238,224,233,256,238,248,234,59,94,80,148,70,268,38,151,91,187,61,36,67,72,68,70,67,71,393,421,394,385,395,399,369,355,373,359,367,353,312,49,126,94,208,38,543,943,429,568,1199,657,1088,438,618,1474,554,1002,387,558,1352,527,973,399,547,1279,532,978,409,559,1291,472,1074,308,505,1413,511,1195,339,554,1457,574,1240,380,576,1491,672,1202,438,631,1508,718,1177,470,664,1514,753,1191,498,690,1552,710,1136,460,646,1514,0.338970691,0.348590463,0.390213996,0.419935256,0.412299573,0.39930284,0.381949544,0.373861253,0.377692014,0.407390684,0.408675969,0.363449693,0.692482412,0.737323105,0.795826972,0.877739787,0.917897284,0.898200214,0.816776097,0.786746502,0.804997206,0.830753267,0.810277939,0.742694557,0.385134786,0.415174991,0.45580551,0.506616175,0.531717539,0.509141564,0.444841653,0.423470795,0.444432318,0.472431868,0.448271692,0.403038353,0.401753123,11.7581081,0.117484301,1.243779114,1.849375409,50.21603412,0.008921338,1.601472772,0.025440564,0.153607766,0.279610266,15.04505368
195542235,17.2705555,90.23999786,10.35111141,38.22093964,859.1932983,40.00977707,124,144,138,143,128,142,145,139,149,145,153,141,221,258,223,241,218,252,172,174,201,209,219,182,50,67,50,54,55,72,83,108,73,59,88,66,13,87,88,88,89,87,88,501,544,483,488,470,526,328,282,317,303,310,292,52,49,33,22,50,20,837,920,527,710,977,1111,1218,708,941,1261,987,1080,621,837,1134,837,920,532,711,976,954,1056,605,808,1109,1077,1196,693,920,1232,1178,1321,760,1007,1342,1222,1356,787,1037,1376,1246,1366,804,1055,1386,1245,1359,804,1054,1377,1193,1299,771,1011,1317,1173,1281,753,993,1311,0.265088856,0.248951703,0.228648379,0.219437853,0.212008342,0.200188324,0.20649986,0.204707563,0.206358597,0.21757786,0.238398656,0.270674467,0.574957609,0.570322096,0.565815628,0.566738248,0.567744195,0.554761827,0.554798841,0.555918872,0.562379658,0.566056967,0.571791351,0.576877296,0.305927366,0.298524439,0.277698547,0.27062124,0.264534146,0.244795978,0.253600448,0.25198558,0.261272967,0.279111862,0.294723779,0.311157882,0.480333696,15.74884595,0.389315069,0.642940274,1.353467986,574.0984717,0.003101902,0.258078433,0.000865895,0.034629758,0.010164888,11.00447684
196639184,14.2545042,902.0714111,49.6428566,17.87365532,387.9777527,22.80714226,107,133,119,126,114,132,283,254,252,260,243,256,108,149,132,138,120,133,170,308,208,283,184,302,356,68,181,133,298,82,577,206,343,238,423,212,78,62,64,62,62,61,64,519,431,488,426,510,420,312,262,304,291,306,278,783,288,412,309,504,255,953,3236,519,885,3682,501,4240,294,736,3677,622,3983,371,779,3624,797,3651,443,848,3721,917,3022,482,851,3534,832,2941,445,795,3435,674,3127,375,751,3406,547,3487,305,739,3370,506,3620,273,716,3324,492,3718,264,705,3397,475,3838,267,685,3462,492,4051,296,723,3562,0.441699445,0.428869307,0.42579037,0.41470325,0.412290812,0.409912705,0.406059474,0.413054496,0.424530625,0.439441562,0.441827655,0.437605321,0.767099917,0.758742034,0.744641185,0.741779923,0.741884828,0.745000601,0.735608339,0.73441577,0.744642854,0.761692762,0.772351265,0.769417524,0.454092562,0.447695076,0.436852902,0.439573169,0.446149677,0.451612234,0.444536835,0.434793502,0.444733918,0.455065817,0.458447576,0.455439687,0.796916905,5.291251309,8.552907652,0.395241218,2.343152517,1130.096731,,,,,,
195728812,18.68083382,1473.93335,163.1000061,45.009758,381.0539856,20.43666649,120,131,125,131,123,131,234,220,223,214,232,221,40,91,43,73,41,83,138,341,202,347,151,347,273,38,121,69,188,51,450,68,262,127,414,74,69,51,49,51,51,51,50,563,356,483,360,538,345,300,303,315,293,312,308,473,62,224,97,344,69,565,3225,296,661,3379,617,2934,321,648,3299,594,3078,315,663,3347,568,3196,298,665,3380,512,3194,273,627,3245,496,3172,288,619,3155,439,3050,234,547,3051,424,2897,215,502,2967,452,2749,226,497,2879,515,2682,256,519,2943,583,2684,289,552,3068,601,2759,299,590,3184,0.340649962,0.331080317,0.343283534,0.334147096,0.338084102,0.336621225,0.345327288,0.338006914,0.334225655,0.335817844,0.34464711,0.336601138,0.568766594,0.566518128,0.54714334,0.534265935,0.52140373,0.525121152,0.522989929,0.535658836,0.529422402,0.545734823,0.545098126,0.552487373,0.34708178,0.35684979,0.334321767,0.328369319,0.316033125,0.30563122,0.321646631,0.329817981,0.318388671,0.350208193,0.349995494,0.34883821,0.525236212,9.56830481,1.083628598,0.154200017,1.155308453,1042.686546,0.01169159,2.818356236,0.110672639,0.011333818,0.229224177,141.8571866
195251545,0.673203707,530.0888672,50.85777664,38.23070908,1323.526855,45.89199829,91,146,120,138,109,143,381,325,352,315,358,318,136,240,170,202,164,218,328,359,345,351,338,363,570,143,288,200,357,158,577,66,261,170,374,88,78,60,69,61,63,60,65,305,282,279,272,295,283,368,358,376,377,367,353,737,178,331,214,493,222,3137,3253,3727,3386,2286,838,1678,598,771,1973,2177,2550,2464,2280,1963,3060,3090,3768,3374,2200,3499,3787,3829,3631,2634,3956,4266,3982,3991,2608,2454,2806,2229,2378,1838,658,1756,362,629,2049,337,3249,218,555,2816,324,3462,229,537,2994,372,2878,253,524,2703,503,2375,283,573,2504,0.458608359,0.309740275,0.354649425,0.393623173,0.421162516,0.53750658,0.581277192,0.574286878,0.52167654,0.454661965,0.45765841,0.474325299,0.565584958,0.507617354,0.590297163,0.688076794,0.815176785,0.907413661,0.951748848,0.968711257,0.942761064,0.874928892,0.777614832,0.678492308,0.406563699,0.311799914,0.358661354,0.419538409,0.466089159,0.562762797,0.608216047,0.610752165,0.565290153,0.488995701,0.457526475,0.448165655,0.411820621,14.52887686,0.657584772,10.91996649,2.246226298,2386.46718,0.006156852,1.128000319,0.026996242,0.5538149,0.107091828,87.1468989
195733955,12.0621233,1982.033325,320.138092,74.34379578,318.2582703,17.55761909,101,142,120,129,110,137,364,135,235,198,284,157,30,39,30,30,39,35,296,313,294,311,289,322,871,76,236,165,322,95,607,51,426,224,474,119,102,54,56,54,55,54,56,312,372,332,332,327,342,392,316,375,358,384,336,1411,75,418,221,613,131,254,2321,126,312,2008,271,2446,151,351,2200,249,2359,139,330,2048,250,2337,124,319,1992,302,2381,169,359,2113,319,2404,185,382,2192,321,2679,181,422,2431,320,2959,182,456,2591,318,3180,170,476,2705,322,3067,191,459,2639,295,2772,172,397,2472,286,2579,161,371,2343,0.330393702,0.351532429,0.363922447,0.350631535,0.388576657,0.381388038,0.348993152,0.389747351,0.361819476,0.350444376,0.378319174,0.372682095,0.639611483,0.637549877,0.632086873,0.633438706,0.633238673,0.632305682,0.631532907,0.629889369,0.630223989,0.632240176,0.640929818,0.646083951,0.347938806,0.350125194,0.347073644,0.353948325,0.356892616,0.363197774,0.365891427,0.370114386,0.366722941,0.361768484,0.359128267,0.351619214,0.531710224,22.98636994,1.092759418,50.80196821,1.085978243,363.3647018,0.002749964,0.352804281,0.041008905,7.854884825,0.009493512,14.67101772
193133748,0.27183336,768.0488892,50.98666763,27.30577278,1299.451904,49.694664,101,160,139,151,125,158,237,182,198,177,217,174,90,127,102,109,104,119,221,274,238,256,227,242,759,679,518,525,549,635,571,98,287,130,316,106,64,57,67,58,61,57,65,368,347,355,340,355,345,410,379,407,404,418,413,802,1256,741,718,697,875,3071,3754,3097,3096,2491,406,1435,222,390,1686,1131,1967,1014,1113,1679,2655,3369,2692,2681,2271,3463,4195,3297,3430,2695,3590,4212,3316,3539,2395,2010,2705,1721,1954,1771,478,1496,271,455,1765,367,2094,232,485,2126,323,2580,212,479,2409,312,2446,201,443,2333,347,2031,200,422,2094,0.421726733,0.294799954,0.363798738,0.390596509,0.36501047,0.387222707,0.407945365,0.411117166,0.398871303,0.399507254,0.429983914,0.448002368,0.728664756,0.601817667,0.683139861,0.774218619,0.823901474,0.912943065,0.96426326,0.969115496,0.937506199,0.884282768,0.856374085,0.782646775,0.436823905,0.308842421,0.385919064,0.419228077,0.406165361,0.442077041,0.47436741,0.474734336,0.453275234,0.437105387,0.450371176,0.456944704,0.313888847,17.53666454,0.906575338,1.368527144,1.195674463,709.1634957,,,,,,
195910523,13.0041666,1026,53,14.91825581,379.8250122,20.04999924,99,117,104,111,101,114,306,258,271,268,272,262,119,178,130,149,131,161,209,334,264,325,230,318,400,113,223,158,321,147,738,572,541,513,593,591,97,60,64,61,62,60,64,541,409,488,426,515,426,249,257,249,249,255,256,1043,484,505,485,744,430,959,2354,590,987,2342,857,2690,551,969,2420,901,2676,566,984,2428,969,2489,608,1012,2413,970,2254,602,988,2320,925,2245,567,955,2274,838,2229,532,916,2179,771,2263,499,884,2118,777,2203,499,878,2076,806,2174,514,891,2082,819,2257,511,896,2157,833,2464,532,930,2278,0.371128678,0.349972486,0.353216469,0.349242717,0.345555931,0.330034643,0.337171763,0.340168536,0.341552019,0.336523831,0.346571177,0.351760864,0.626512706,0.635673761,0.633352518,0.625955939,0.622342169,0.618933797,0.619302273,0.616594732,0.628095627,0.617502809,0.619115233,0.626517415,0.374072015,0.380224377,0.377742261,0.373664767,0.368569583,0.362386763,0.361334205,0.36113441,0.366202086,0.364643514,0.37471047,0.377424657,0.524021424,12.9604945,6.001134613,3.566168371,1.733708695,2062.30463,,,,,,
194078966,16.89006042,316.8333435,12.0714283,14.71755886,522.9418945,27.00714302,122,148,139,145,128,146,188,191,180,182,179,190,84,150,123,141,105,141,221,334,312,329,267,342,241,133,134,135,118,114,226,208,157,178,155,183,24,79,88,84,87,80,89,698,603,616,600,656,595,82,64,72,72,78,63,148,43,94,69,120,43,1171,2225,503,837,2919,1069,2164,464,779,2750,1145,2165,497,818,2822,1158,2186,504,827,2858,1157,2266,493,834,2954,1092,2255,466,801,2884,1015,2203,433,751,2803,879,2105,366,672,2615,761,2057,310,616,2464,745,2102,317,623,2482,796,2211,346,651,2596,915,2192,408,713,2634,0.182069719,0.178902358,0.192739025,0.208246425,0.237020776,0.24742116,0.262333632,0.283079237,0.286827296,0.253110021,0.206050351,0.186336219,0.46859026,0.466490835,0.475282758,0.488976508,0.518408239,0.528508961,0.552310228,0.589827478,0.611489892,0.57747066,0.509183288,0.472586095,0.212914735,0.214302704,0.226878196,0.23908107,0.266468078,0.279606789,0.295889914,0.324161649,0.32717213,0.288331717,0.237091497,0.215352416,0.46538638,19.15326209,0.190359413,1.655491042,1.018422107,260.3775522,0.004799223,0.462053871,0.027530842,0.552533756,0.023746616,16.63298957
194019169,-0.267777711,601.5666504,70.53333282,49.50271606,1179.57019,42.72999954,99,145,126,137,116,142,391,281,303,270,347,262,182,302,234,282,217,290,232,257,253,254,248,242,580,149,244,179,356,148,567,82,260,165,360,104,65,58,65,59,61,59,63,382,370,386,385,384,388,387,373,362,361,368,369,622,233,357,250,534,176,2813,3112,2747,2748,2207,883,1543,548,731,1976,1543,2005,1356,1422,1914,2757,2985,2771,2761,2150,2856,3177,2753,2771,2265,1959,2307,1835,1871,1941,959,1560,585,774,2025,729,1715,431,654,2186,454,2722,325,614,2649,432,2904,328,602,2753,417,2419,299,544,2478,564,1962,345,598,2252,0.45617041,0.390671492,0.406214505,0.429594278,0.440930128,0.511446238,0.54421699,0.549745083,0.497341931,0.434911728,0.475139797,0.471490502,0.785693705,0.672007203,0.742672682,0.820406199,0.890861452,0.974585652,1.003325224,1.031004786,1.017576337,0.921339631,0.852732956,0.799119234,0.490026206,0.389510095,0.429429889,0.483744949,0.504591107,0.577726185,0.616348445,0.625602245,0.577786267,0.494033575,0.508283257,0.484048814,0.533867643,4.487068157,0.15682326,8.950629197,3.775441911,136.8336809,0.00277739,0.018757094,0.050167487,0.75084094,0.024811593,7.309324457
